ANLAGE;VKONTO;COORX;COORY
G5519109;000002525133;-36.6655186;-72.9616306
G5519151;000002525768;-36.6722001;-72.9596461
G5519064;000002524388;-36.6730331;-72.9591292
G45116171;000002892064;-36.7039315;-72.9717264
G45164563;000002004051;-36.7133144;-72.9732723
G45162579;000001996531;-36.70872;-72.9740845
G45102726;000001939896;-36.7111808;-72.973914
G45102188;000001932258;-36.7254202;-72.9784592
G45156681;000001995767;-36.7117275;-72.9701963
G45102961;000001943105;-36.7115695;-72.9730651
G554451;000002517183;-36.6733222;-72.9631021
G554450;000006158301;-36.6732516;-72.9629743
G554386;000006261261;-36.6724595;-72.9604038
G45369918;000002897417;-36.7247485;-72.9784999
100968202;000005915246;-36.7107446;-72.9656799
100664063;000005518322;-36.663834;-72.9633757
101210191;000005868069;-36.7121049;-72.9695013
101723370;000006016119;-36.6735169;-72.9677065
G554484;000002517755;-36.673827;-72.9628164
G554522;000002518404;-36.6744645;-72.9636604
G5519179;000002526206;-36.6647715;-72.9604799
G554371;000002515893;-36.6727922;-72.9703362
G554436;000002516946;-36.6731786;-72.9614161
G554470;000002517527;-36.673549;-72.9649553
G554422;000002516718;-36.6729547;-72.9652883
G554413;000002516603;-36.6728698;-72.9644889
G554527;000002518481;-36.6744049;-72.9641954
G554462;000002517385;-36.6734082;-72.964222
G554404;000002516480;-36.6728009;-72.9636436
G5514028;000002506396;-36.6736124;-72.9620516
G554490;000002517862;-36.6738897;-72.963474
G5514026;000002506360;-36.6735922;-72.961895
G554539;000002518679;-36.6746275;-72.9652051
G554369;000002515848;-36.672181;-72.9589598
G554497;000002517974;-36.6740059;-72.9639678
G5518695;000002519222;-36.6736194;-72.9633485
G554425;000002516766;-36.673049;-72.9655358
G554495;000002517941;-36.6739688;-72.9637997
G554482;000002517720;-36.6736136;-72.9614425
G5518615;000002517884;-36.6651227;-72.9594099
G5518184;000002512227;-36.6649226;-72.9611752
G5519356;000002528757;-36.6661237;-72.9582557
G5513999;000002505835;-36.6735218;-72.9624538
G5597;000002524193;-36.6725813;-72.9651774
G5519013;000002523476;-36.6649565;-72.9606123
101878020;000006089958;-36.6639469;-72.9641172
100968178;000006573909;-36.7103931;-72.964569
101952337;000006109511;-36.6738272;-72.9677829
101959105;000006109805;-36.6649175;-72.9626237
102191597;000006177065;-36.6632456;-72.9604593
102246596;000006208568;-36.6657199;-72.9616522
102431013;000006298381;-36.666277;-72.9591095
102491105;000006261127;-36.6639864;-72.958296
102647178;000006250176;-36.6662382;-72.9580324
102704023;000006309176;-36.7167494;-72.9695106
102656207;000006354121;-36.6654672;-72.9610251
G45103221;000001923863;-36.7177726;-72.9708017
G5512644;000006518794;-36.6730263;-72.9595607
102886721;000006519785;-36.816714185248841;-72.94373372108608
102886755;000006515704;-36.7123548;-72.9664335
102901054;000006519880;-36.7123323;-72.9664586
G45116993;000006530898;-36.7043597;-72.9710537
102926088;000006534294;-36.6663286;-72.960259
100627338;000006541208;-36.6734751;-72.9674871
102876217;000006501098;-36.6658489;-72.9618628
102909349;000006531205;-36.6730276;-72.9655731
102917093;000006531660;-36.6746493;-72.9654363
102918945;000006504688;-36.673318;-72.9710294
102937096;000006537869;-36.6639666;-72.9632738
G45116050;000006550667;-36.7043313;-72.9722732
G45116866;000001933587;-36.704167;-72.9722601
102954166;000006544670;-36.6661761;-72.958143
100968116;000006564292;-36.7101068;-72.9678187
100968086;000006564990;-36.7103981;-72.9652222
102961533;000006494147;-36.7098383;-72.9720687
G45116437;000006569349;-36.7051381;-72.9725983
G45102190;000006694617;-36.7255081;-72.9783587
102965497;000006515798;-36.6633272;-72.9606312
102965885;000006562377;-36.7483065;-72.9940151
G554382;000006573293;-36.6725025;-72.9597312
102967062;000006573150;-36.7123692;-72.9664269
101796610;000006061428;-36.7107609;-72.9721031
G5512835;000006587632;-36.6722893;-72.9585128
100968243;000006590787;-36.7101363;-72.967892
103006970;000006590431;-36.6639776;-72.9632511
102995154;000006549825;-36.6630674;-72.9590012
100968242;000006598510;-36.7101477;-72.9679458
103031270;000006587072;-36.6725808;-72.9651135
103056527;000006597678;-36.6634304;-72.960408
103061277;000006597286;-36.6736407;-72.9620827
G45115953;000006617846;-36.7049896;-72.973258
103063601;000006603214;-36.7132691;-72.9739595
G45109163;000006620135;-36.7116122;-72.9703251
100968244;000006619945;-36.7101324;-72.967885
G4596606;000002096456;-36.7474451;-72.9924592
G45102966;000006632026;-36.7117732;-72.9727153
G45116500;000006634083;-36.7049509;-72.971686
G45103244;000006632200;-36.7174436;-72.9713548
G4596706;000002097907;-36.7454421;-72.991039
G5517297;000006634016;-36.6732611;-72.9626364
G45102579;000001937817;-36.7216529;-72.9756423
G554458;000002517301;-36.6733414;-72.9639454
103105371;000006644156;-36.6735268;-72.9675007
103119110;000006628800;-36.6656401;-72.957887
103121352;000006635666;-36.7121623;-72.9660521
100968147;000006655419;-36.7103715;-72.9656347
103119192;000006604506;-36.7152437;-72.971459
103124433;000006657189;-36.6635097;-72.9605905
G45103458;000001927719;-36.7136074;-72.9732796
103103502;000006648400;-36.7121913;-72.9663698
G45116481;000006659723;-36.7051203;-72.9720733
103130384;000006652451;-36.6641206;-72.9630749
100165188;000006666339;-36.7111462;-72.9661133
100968165;000006667125;-36.7106673;-72.9659474
100165169;000006669020;-36.7118359;-72.9663075
G554540;000002518710;-36.6746389;-72.9654416
G554518;000002518342;-36.6741444;-72.9632674
100800320;000005641038;-36.7447773;-72.9932758
100167154;000006673365;-36.7113028;-72.9664273
100165160;000006683360;-36.7118304;-72.9662472
103179800;000006649499;-36.66621;-72.9584165
103179803;000006678032;-36.6723347;-72.9620126
103174214;000006655366;-36.7123561;-72.9664387
G45103472;000001927947;-36.7127126;-72.9728609
G45102783;000006690462;-36.7087408;-72.9738229
100738195;000005588139;-36.6655987;-72.9592849
103194820;000006655516;-36.709391;-72.9730026
102944522;000006531688;-36.7107846;-72.9664864
G45116655;000006695989;-36.7046262;-72.9727537
G45102563;000001937593;-36.7221176;-72.9761191
100968073;000006706141;-36.7103433;-72.9659295
G45116449;000006706534;-36.7051927;-72.9721102
100165174;000006706882;-36.7118101;-72.9663261
103213419;000006694911;-36.6660743;-72.9603382
101628147;000005960508;-36.6720239;-72.9595404
G5518990;000006712296;-36.6721533;-72.9594327
103213995;000006700913;-36.6650551;-72.9590526
103228356;000006687427;-36.6663486;-72.9602694
100161071;000006720936;-36.7117095;-72.9660334
103226136;000006696474;-36.664667;-72.9617842
100968204;000006722927;-36.7107342;-72.9655409
103236129;000006693251;-36.6722248;-72.9583612
103229180;000006720421;-36.7123542;-72.9664408
103236646;000006663114;-36.6637291;-72.959375
100167161;000006724932;-36.7113111;-72.9663877
G45102720;000006726485;-36.7119509;-72.9734557
103231507;000006713594;-36.814100000000;-72.934470000000
100164257;000006727841;-36.7112899;-72.965267
103227436;000006707005;-36.7116931;-72.9722345
103227439;000006713180;-36.708745;-72.9738465
100160257;000006734691;-36.711889;-72.9656198
100160417;000006735586;-36.7112103;-72.9657853
100968110;000006737211;-36.7101969;-72.9681622
G45103279;000001924738;-36.7173204;-72.9717021
G45115988;000006737392;-36.7058153;-72.9736429
G45102964;000001943146;-36.7115527;-72.9729515
G45109186;000001930082;-36.7094053;-72.9728396
G45116453;000001952580;-36.7051703;-72.972042
G45156715;000006737628;-36.7132747;-72.9698109
G45116546;000001929071;-36.7041883;-72.9709309
103249071;000006730897;-36.7157414;-72.971869
103229978;000006725580;-36.7123666;-72.9663684
103253550;000006742533;-36.6660419;-72.9591688
G45103314;000001925349;-36.7171405;-72.9719972
G45103275;000001924678;-36.7169039;-72.9716065
G45116356;000001951399;-36.7057511;-72.9740912
103227988;000006739080;-36.6732095;-72.9674935
103258886;000006731934;-36.816820000000;-72.942800000000
100160259;000006751276;-36.7115415;-72.9655463
103274039;000006739986;-36.6662451;-72.9603281
103279208;000006753138;-36.718519;-72.9754011
G45109164;000006757746;-36.7114453;-72.9705709
G45102778;000006760173;-36.7090293;-72.9741542
100968081;000006763160;-36.7103645;-72.9654518
101395122;000005898856;-36.6731905;-72.9673354
100165179;000006764367;-36.7113018;-72.9668396
100704118;000006765519;-36.7143097;-72.9705884
100165168;000006764454;-36.7113517;-72.9669081
100968246;000006764483;-36.7100731;-72.9677364
100165163;000006772563;-36.7113581;-72.9668884
103317474;000006761194;-36.6638892;-72.9594806
103208665;000006674148;-36.672057;-72.9585032
102206051;000006177921;-36.6720509;-72.9585634
G45121510;000006776622;-36.7127699;-72.9726619
100165165;000006780394;-36.711342;-72.966763
103312443;000006754700;-36.7126615;-72.9731714
103320422;000006778102;-36.711526;-72.9737851
100165184;000006781379;-36.7119771;-72.9649718
102751058;000006446208;-36.7111073;-72.9732916
103312624;000006756299;-36.6635642;-72.9606354
103322369;000006764046;-36.7101257;-72.972929
100161095;000006785339;-36.7117676;-72.9651325
103326080;000006776158;-36.7447831;-72.9932707
103326082;000006768150;-36.7119609;-72.964912
100160275;000006783473;-36.7115108;-72.9651837
G45115996;000006788023;-36.7055138;-72.9732807
103333293;000006736074;-36.6714893;-72.960899
103334458;000008033798;-36.6720827;-72.9598596
103334460;000008033802;-36.6718692;-72.9600181
103334461;000008033800;-36.6719865;-72.9602283
103334462;000008033804;-36.672147;-72.9603755
103334463;000008033801;-36.6719413;-72.9602386
103334464;000008033805;-36.6721362;-72.9604099
103334465;000008033803;-36.671896;-72.9599727
103334466;000008033806;-36.6721352;-72.9605368
103334467;000008033807;-36.6721401;-72.9606775
103334468;000008033808;-36.6721449;-72.960713
103334469;000008033809;-36.6721409;-72.9607761
103334470;000008033810;-36.6721607;-72.9609121
103334471;000008033811;-36.6721377;-72.9609483
103334472;000008033812;-36.6721535;-72.9610116
103334473;000008033813;-36.6721601;-72.9611438
103334475;000008033816;-36.6721674;-72.9612918
103334476;000008033817;-36.6721899;-72.9614899
103334477;000008033818;-36.6718524;-72.961361
103334479;000008033822;-36.6718771;-72.9612528
103334480;000008033825;-36.671865;-72.9611525
103334481;000008033829;-36.6718701;-72.961032
103334482;000008033836;-36.6718865;-72.960919
103334483;000008033840;-36.6719052;-72.9608368
103334485;000008033842;-36.6718574;-72.960669
103334486;000008033844;-36.6718639;-72.9606059
103334487;000008033845;-36.6718663;-72.9605406
103334488;000008033846;-36.6718689;-72.9604232
103334489;000008033847;-36.6718665;-72.9602575
103334490;000008033848;-36.6718511;-72.9603965
103334493;000008033851;-36.6718441;-72.9604678
103334494;000008033852;-36.6718656;-72.9607157
103334496;000008033853;-36.6718775;-72.9607442
103334500;000008033857;-36.6718636;-72.9610606
103334502;000008033859;-36.6718833;-72.9613121
103334506;000008033862;-36.6715993;-72.9612855
103334507;000008033863;-36.671585;-72.9612971
103334515;000008033870;-36.671541;-72.9604718
103334517;000008033872;-36.671559;-72.9603526
103334459;000008033799;-36.6721244;-72.9599155
103334484;000008033841;-36.6718432;-72.9608153
103334491;000008033849;-36.6718524;-72.9604297
103334492;000008033850;-36.6718463;-72.9604776
103334497;000008033854;-36.6718696;-72.9607531
103334498;000008033855;-36.6718525;-72.9608794
103334499;000008033856;-36.67187;-72.9610365
103334501;000008033858;-36.671857;-72.9611953
103334503;000008033860;-36.6718763;-72.9614505
103334505;000008033861;-36.6716284;-72.96136
103334508;000008033864;-36.6715833;-72.9612829
103334511;000008033867;-36.6715621;-72.9609258
103334512;000008033868;-36.6715696;-72.9608355
103334513;000008033869;-36.6714995;-72.9608817
103334526;000008034205;-36.6722231;-72.9616126
103334527;000008034207;-36.6719402;-72.961557
103334531;000008034215;-36.6716846;-72.9615759
103334530;000008034213;-36.6717049;-72.9615753
103335414;000008034876;-36.6715696;-72.960836
103330158;000006789046;-36.6715408;-72.9611855
103336029;000008034991;-36.671573;-72.9599076
103336030;000008034993;-36.6716024;-72.9598932
103336031;000008034995;-36.671605;-72.9598961
103336032;000008034997;-36.6716547;-72.9599013
103336034;000008035001;-36.6716438;-72.9598818
103336035;000008035003;-36.6716405;-72.9598826
103336036;000008035005;-36.6716567;-72.9598913
103336037;000008035007;-36.6716552;-72.9598944
103336040;000008035009;-36.6716557;-72.9598985
103336041;000008035011;-36.6716506;-72.9599046
103336042;000008035013;-36.6716448;-72.9598796
103336043;000008035015;-36.6716468;-72.9598804
103336044;000008035017;-36.6716513;-72.9598839
103336045;000008035019;-36.6716517;-72.9598829
103336048;000008035031;-36.6716879;-72.9600504
103336050;000008035032;-36.6716848;-72.9600379
103336051;000008035033;-36.6716892;-72.9600353
103336052;000008035034;-36.6716914;-72.9600277
103336053;000008035035;-36.6716852;-72.9600234
103336054;000008035036;-36.6716882;-72.9600113
103336055;000008035037;-36.6716876;-72.9600089
103336056;000008035038;-36.6716841;-72.9600107
103336058;000008035039;-36.6716842;-72.960011
103336059;000008035040;-36.6716838;-72.9600161
103336060;000008035041;-36.6716874;-72.9600219
103336062;000008035042;-36.6716868;-72.9600068
103336063;000008035043;-36.6716891;-72.9600078
103336064;000008035044;-36.6716897;-72.9600034
103336065;000008035045;-36.6716891;-72.9600027
103336068;000008035047;-36.67129;-72.9602944
103336069;000008035048;-36.6712058;-72.9602598
103336072;000008035049;-36.6712359;-72.9602791
103336074;000008035050;-36.6712429;-72.9602852
103336075;000008035051;-36.671215;-72.9602493
103336077;000008035053;-36.6712271;-72.960253
103336079;000008035054;-36.6712318;-72.9602465
103336082;000008035055;-36.671236;-72.9602488
103336085;000008035056;-36.671236;-72.9602506
103336089;000008035057;-36.6712338;-72.9602565
103336094;000008035058;-36.6712327;-72.9602565
103336100;000008035059;-36.6712648;-72.9602541
103336106;000008035060;-36.6712941;-72.960267
103336112;000008035063;-36.6712368;-72.9602579
103336119;000008035064;-36.6712362;-72.9602576
103336308;000008035101;-36.671251;-72.9603263
103336309;000008035102;-36.6711945;-72.9601877
103336312;000008035104;-36.6711717;-72.960125
103336313;000008035105;-36.6711773;-72.9601266
103336315;000008035107;-36.6711876;-72.9601384
103336316;000008035108;-36.6711829;-72.9601304
103336317;000008035109;-36.6711828;-72.9601304
103336319;000008035111;-36.6711851;-72.9601282
103336320;000008035112;-36.6711842;-72.9601276
103336321;000008035113;-36.6711905;-72.960147
103336322;000008035114;-36.6711934;-72.9601534
103336323;000008035115;-36.6712016;-72.9601689
103336324;000008035116;-36.6711934;-72.9601495
103336332;000008035118;-36.6713431;-72.9609198
103336334;000008035119;-36.671333;-72.9609072
103336337;000008035120;-36.6713542;-72.9609246
103336340;000008035121;-36.6713439;-72.9609004
103336343;000008035122;-36.6713484;-72.9608579
103336345;000008035123;-36.6713477;-72.9608606
103336347;000008035124;-36.6713484;-72.9608283
103336348;000008035125;-36.6713402;-72.9607211
103336350;000008035126;-36.6713435;-72.960702
103336353;000008035127;-36.6713482;-72.9607696
103336356;000008035128;-36.6713501;-72.9608014
103336360;000008035129;-36.6713478;-72.9607959
103336363;000008035130;-36.6713423;-72.9607111
103336366;000008035131;-36.6713493;-72.9608117
103336369;000008035132;-36.6713441;-72.9607215
103336371;000008035133;-36.6713508;-72.9607936
103336380;000008035135;-36.6714695;-72.9600128
103336381;000008035136;-36.6714695;-72.9600128
103336382;000008035137;-36.671497;-72.9599351
103336383;000008035138;-36.6714855;-72.9600417
103336384;000008035139;-36.6714737;-72.9600373
103336385;000008035140;-36.671474;-72.960033
103336386;000008035141;-36.6714813;-72.9600753
103336387;000008035142;-36.6714815;-72.9600753
103336388;000008035143;-36.6714797;-72.9600737
103336389;000008035144;-36.6714836;-72.9600679
103336390;000008035145;-36.6714965;-72.960065
103336391;000008035146;-36.6714827;-72.9600385
103336393;000008035147;-36.6714812;-72.9600795
103336394;000008035148;-36.6714824;-72.9600699
103336396;000008035150;-36.6714798;-72.9600687
G45116379;000006798123;-36.7054743;-72.9732557
G45116342;000006796141;-36.7049996;-72.9727939
G45116460;000001952672;-36.7053238;-72.9720426
103384094;000006767370;-36.7140327;-72.9711691
103385073;000006794021;-36.6748936;-72.9651208
G4596657;000002097175;-36.7475988;-72.993619
100161070;000006810147;-36.7117612;-72.9660022
G45116978;000001934985;-36.7053383;-72.9720352
103336033;000008034999;-36.6716489;-72.9599129
103334516;000008033871;-36.6715361;-72.9604157
G45156693;000006816264;-36.7118863;-72.9704554
103336310;000008035103;-36.6711353;-72.9601865
G45115955;000001946392;-36.7049967;-72.9732528
103336047;000008035030;-36.6716988;-72.9598759
103330092;000006781807;-36.6717002;-72.9598647
103336028;000008034989;-36.6716109;-72.9599204
103336314;000008035106;-36.6711806;-72.9601238
103336076;000008035052;-36.6712213;-72.960251
103411246;000006818194;-36.6735887;-72.9653688
103336318;000008035110;-36.6711836;-72.9601285
103334478;000008033819;-36.6718723;-72.9613203
103410477;000006806270;-36.6635398;-72.9606447
103408502;000006814254;-36.7119716;-72.9649481
103408511;000006824192;-36.6632131;-72.9589363
103334528;000008034209;-36.6718821;-72.9615578
103334509;000008033865;-36.6715181;-72.9611142
103334474;000008033814;-36.6721612;-72.9612343
G45116351;000006850260;-36.7058419;-72.973957
G45116484;000006851178;-36.7049026;-72.9717199
G45103267;000001924552;-36.7166618;-72.971232
G45102233;000006850666;-36.724944;-72.9778935
103450350;000006827163;-36.7121191;-72.9650143
103449430;000006853235;-36.717093;-72.9726116
103334510;000008033866;-36.6715559;-72.961056
G45102234;000006853854;-36.7249561;-72.9779029
G554501;000002758374;-36.6613119;-72.9470675
103464131;000006816587;-36.6638909;-72.9515108
103474011;000006841782;-36.6646419;-72.9624066
103470114;000006851424;-36.6655742;-72.9592849
103336395;000008035149;-36.6714803;-72.9600693
103334529;000008034211;-36.6718615;-72.9615594
103489141;000006864179;-36.6638717;-72.9515078
G45159922;000006874705;-36.7035458;-72.9710506
103485237;000006870115;-36.7095615;-72.9725229
103487187;000006859431;-36.7463856;-72.9917257
103494014;000006858453;-36.7463861;-72.991724
103484169;000006831939;-36.7121844;-72.9661823
103487241;000006862442;-36.6635331;-72.9606359
103327223;000006778467;-36.6722183;-72.9615358
103336071;000008035099;-36.6715761;-72.9612736
103336073;000008035100;-36.6718708;-72.9602626
103501300;000006880047;-36.6638952;-72.9515106
103501387;000006864233;-36.7117861;-72.9654855
103506182;000006874455;-36.814307100000;-72.933990000000
G5518479;000002516683;-36.6726246;-72.9659137
G45102125;000001931339;-36.7270415;-72.97813
103524106;000006882731;-36.673480000000;-72.963370000000
G45102492;000001936557;-36.7213591;-72.9765417
100968219;000006898050;-36.7110103;-72.9641699
G45103422;000001927168;-36.7143931;-72.9717368
G4596704;000002097893;-36.7454045;-72.9912434
G45130217;000001958378;-36.7128739;-72.9707199
G45116324;000001950980;-36.7049895;-72.9732638
G45116418;000001952151;-36.7040841;-72.9709764
