ANLAGE;VKONTO;COORX;COORY
G45102731;000001939970;-36.7110776;-72.973556
G45115957;000001946417;-36.7049866;-72.9732659
G45102508;000001936805;-36.7219918;-72.9767715
G45102698;000001939489;-36.7119306;-72.9740195
G45103410;000001926980;-36.7155187;-72.9718325
G45156695;000001995963;-36.7115938;-72.9704374
G45125254;000001964574;-36.7167694;-72.9727302
G45102695;000001939450;-36.7124006;-72.9738089
G45121646;000001956819;-36.7274417;-72.9785687
G45102557;000001937492;-36.7215119;-72.9761434
G45111458;000001936117;-36.711975;-72.9699088
G45102740;000001940096;-36.7101358;-72.9725208
G45115978;000001946705;-36.7057514;-72.9740788
G45102690;000001939383;-36.7126572;-72.9740457
G45102756;000001940307;-36.7093757;-72.9729376
G45116482;000001952910;-36.7051104;-72.9720865
G45102490;000001936536;-36.7212397;-72.9764835
G45156666;000001995526;-36.7125793;-72.9701456
G45116842;000001933240;-36.7060605;-72.9746741
G45115935;000001946150;-36.7053767;-72.9733775
G45116771;000001932278;-36.7046611;-72.9711636
G45103406;000001926910;-36.7155034;-72.9718108
G45116466;000001952740;-36.7053151;-72.9720513
G45115946;000001946285;-36.7049845;-72.9732229
G45116736;000001931723;-36.7046668;-72.9711661
G45102786;000001940719;-36.7088285;-72.9731801
G45115993;000001946919;-36.7055229;-72.9732624
G45102771;000001940508;-36.7091218;-72.9730579
G45116726;000001931584;-36.7048064;-72.9714078
G45115941;000001946228;-36.7049923;-72.9732256
G45102749;000001940202;-36.7100757;-72.9729393
G45116980;000001935023;-36.7046548;-72.9712337
G45116517;000001953326;-36.7045098;-72.9711858
G45152994;000001993394;-36.7160347;-72.9719591
G45116021;000001947260;-36.7050113;-72.9730576
G45116972;000001934907;-36.7041687;-72.9707309
G45102951;000001942974;-36.7106589;-72.9731729
G45116725;000001931572;-36.7040224;-72.9708897
G45156706;000001996102;-36.7121797;-72.9691175
G45102605;000001938206;-36.7223316;-72.9768138
G45156662;000001995468;-36.7127381;-72.9715941
G45102588;000001937939;-36.721802;-72.9754554
G45138642;000001975805;-36.7149069;-72.9712496
G45103413;000001927021;-36.7162654;-72.9713907
G45131855;000001965155;-36.7140502;-72.9699114
G45116738;000001931754;-36.7054055;-72.9732533
G45102675;000001939172;-36.7129939;-72.9739941
G45138169;000001968809;-36.7141213;-72.9701281
G45116531;000001928844;-36.7043573;-72.9710672
G45102585;000001937903;-36.7220011;-72.9753337
G45116513;000001953275;-36.7049519;-72.9713494
G45102712;000001939705;-36.7118239;-72.972889
G45156676;000001995688;-36.7126965;-72.9697869
G45116666;000001930677;-36.704657;-72.9712252
G45103331;000001925655;-36.7149629;-72.972628
G45115951;000001946351;-36.7049748;-72.9732588
G45116458;000001952636;-36.705201;-72.9720527
G45116384;000001951745;-36.7054312;-72.9732696
G45116986;000001935093;-36.7056169;-72.9730508
G45116794;000001932607;-36.7041869;-72.9722598
G45103430;000001927302;-36.7146566;-72.9711456
G45157516;000001979670;-36.713379;-72.9711573
G45122529;000001954348;-36.7177074;-72.9715733
G45116992;000001935181;-36.7045184;-72.9711559
G45103327;000001925570;-36.7149541;-72.9728712
G45102544;000001937299;-36.7220926;-72.9770022
G45138134;000001968421;-36.7252527;-72.9789376
G45102584;000001937893;-36.7219847;-72.9754287
G45156686;000001995833;-36.7137117;-72.9704847
G45124615;000001955693;-36.7136446;-72.9708983
G45102727;000001939908;-36.7110302;-72.9732228
G45102737;000001940047;-36.7101234;-72.9727742
G45156656;000001995371;-36.713223;-72.9701039
G45116381;000001951710;-36.705472;-72.9732566
G45103399;000001926778;-36.7138219;-72.9722281
G45109224;000001930634;-36.7116053;-72.9721577
G45116423;000001952216;-36.7040178;-72.9708854
G45102552;000001937426;-36.7219494;-72.9762029
G45114299;000001949818;-36.7133661;-72.9741313
G45116013;000001947162;-36.7054383;-72.9732697
G45116497;000001953054;-36.7050937;-72.9718156
G45156688;000001995861;-36.7121496;-72.9698494
G45116490;000001952980;-36.7049312;-72.9717081
G45156678;000001995715;-36.7125094;-72.9697117
G45156724;000001996370;-36.7125376;-72.9704922
G45102582;000001937871;-36.7218724;-72.9755651
G45116548;000001929098;-36.704167;-72.9707347
G45116312;000001950825;-36.7053819;-72.9733955
G45109231;000001930718;-36.7114239;-72.9711417
G45103316;000001925387;-36.7148934;-72.9740065
G45131494;000001960315;-36.7127669;-72.9707862
G45156660;000001995440;-36.7131623;-72.9708667
G45103402;000001926853;-36.7160816;-72.9714683
G45116665;000001930664;-36.7051832;-72.9720436
G45103429;000001927275;-36.7145305;-72.9710982
G45102760;000001940355;-36.7095591;-72.9725168
G45156712;000001996191;-36.7128682;-72.9706701
G45129109;000001969198;-36.7158502;-72.971848
G45102976;000001943305;-36.7120006;-72.9721959
G45115940;000001946215;-36.7049911;-72.9732314
G45116441;000001952451;-36.7051287;-72.9726151
G45115404;000001939321;-36.7125644;-72.971329
G45134428;000001966612;-36.7156704;-72.973408
G45103407;000001926924;-36.7155559;-72.9718528
G45116545;000001929058;-36.7041864;-72.9709337
G45157519;000001979710;-36.7119403;-72.970706
G45116510;000001953242;-36.7049452;-72.9713328
G45102996;000001943554;-36.7120008;-72.9722938
G45116878;000001933716;-36.7040308;-72.9708638
G45103376;000001926374;-36.7140693;-72.973195
G45156721;000001996335;-36.7129598;-72.9707843
G45102678;000001939213;-36.7131239;-72.9741295
G45116388;000001951777;-36.7054491;-72.9732651
G45102542;000001937276;-36.7220864;-72.9771129
G45102742;000001940120;-36.7100876;-72.9721372
G45109226;000001930660;-36.7115053;-72.9719465
G45103311;000001925300;-36.717183;-72.9717027
G45102556;000001937480;-36.7216654;-72.976147
G45116417;000001952140;-36.7043834;-72.9712558
G45116385;000001951755;-36.7054022;-72.9732228
G45102704;000001939595;-36.7112899;-72.9736942
G45102532;000001937133;-36.7214256;-72.9771301
G45103397;000001926754;-36.7140564;-72.9724581
G45102559;000001937517;-36.7227023;-72.9760324
G45156703;000001996072;-36.7122992;-72.9691818
G45102673;000001939144;-36.7134242;-72.9741161
G45116309;000001950792;-36.7053875;-72.9733969
G45102500;000001936686;-36.7215316;-72.9766064
G45115999;000001946976;-36.7056081;-72.9730489
G45111462;000001936191;-36.7120039;-72.9704272
G45116391;000001951808;-36.7051699;-72.9732031
G45116430;000001952311;-36.7051383;-72.9726003
G45116448;000001952524;-36.7051834;-72.9721008
G45102558;000001937505;-36.7226136;-72.9762292
G45116979;000001934996;-36.7048044;-72.9714068
G45103329;000001925601;-36.7148881;-72.9725617
G45102553;000001937445;-36.7218681;-72.9764584
G45157518;000001979697;-36.7125249;-72.9704858
G45103387;000001926587;-36.7154422;-72.9725597
G45115959;000001946450;-36.7048723;-72.9729962
G45117018;000001935505;-36.7054663;-72.9732546
G45137927;000001965809;-36.7153776;-72.9703335
G45102764;000001940403;-36.7096564;-72.9736733
G45110809;000001951358;-36.7166757;-72.971858
G45102587;000001937926;-36.7216792;-72.9757484
G45117972;000001947860;-36.7059248;-72.9748587
G45115963;000001946514;-36.7048774;-72.9729915
G45102744;000001940148;-36.7099613;-72.9720018
G45118917;000001941791;-36.7045817;-72.9727469
G45102733;000001939997;-36.7100873;-72.9736061
G45115994;000001946930;-36.7054985;-72.9733282
G45115962;000001946501;-36.7049;-72.9730068
G45102533;000001937147;-36.7212739;-72.977003
G45103313;000001925332;-36.7150851;-72.9720815
G45103415;000001927046;-36.7145794;-72.9718599
G45116553;000001929166;-36.7041847;-72.9707488
G45103383;000001926520;-36.7156499;-72.9725403
G45102979;000001943329;-36.7109478;-72.9711637
G45116750;000001931946;-36.7038779;-72.9713714
G45116739;000001931767;-36.7048038;-72.9714016
G45116959;000001934749;-36.7046546;-72.9712073
G45102773;000001940531;-36.7089713;-72.972891
G45102547;000001937344;-36.7222139;-72.9768578
G45102560;000001937550;-36.7226971;-72.9759221
G45102995;000001943542;-36.7124695;-72.9717769
G45116550;000001929125;-36.7041811;-72.9707527
G45103409;000001926951;-36.7157939;-72.9718213
G45116469;000001952773;-36.705351;-72.9720322
G45115954;000001946379;-36.7049766;-72.9732711
G45134427;000001966601;-36.7153557;-72.970444
G45102721;000001939834;-36.7119354;-72.9732155
G45102747;000001940176;-36.7100565;-72.9728367
G45102994;000001943529;-36.7126404;-72.9712445
G45102590;000001937975;-36.7219071;-72.9752409
G45103382;000001926506;-36.7154649;-72.9725784
G45157512;000001979620;-36.7112121;-72.9709899
G45116416;000001952127;-36.7043621;-72.9712418
G45116650;000001930462;-36.7057416;-72.9741349
G45134791;000001971554;-36.7153759;-72.970377
G45102745;000001940162;-36.709831;-72.9720287
G45156700;000001996028;-36.7120771;-72.9721421
G45102524;000001937010;-36.7211626;-72.9769983
G45103408;000001926939;-36.7161113;-72.9714917
G45118238;000001951280;-36.7252036;-72.9790128
G45103374;000001926343;-36.7142152;-72.973246
G45116488;000001952960;-36.7049358;-72.971694
G45115974;000001946665;-36.7045821;-72.9727534
G45156674;000001995656;-36.7129456;-72.9699659
G45116459;000001952649;-36.705182;-72.9720441
G45116476;000001952834;-36.705099;-72.9720829
G45116475;000001952824;-36.7051089;-72.9720849
G45116389;000001951788;-36.7054434;-72.9732618
G45119206;000001945495;-36.7040242;-72.9709016
G45102702;000001939567;-36.71156;-72.9737865
G45102956;000001943028;-36.7106797;-72.9728949
G45156671;000001995613;-36.7118294;-72.9700615
G45102705;000001939608;-36.7117919;-72.9740496
G45102971;000001943257;-36.7119239;-72.9718671
G45102700;000001939542;-36.7118475;-72.9740055
G45116461;000001952682;-36.7053419;-72.971968
G45103378;000001926410;-36.7158535;-72.9727259
G45123841;000001970280;-36.716447;-72.9738076
G45159886;000001987332;-36.7153712;-72.9703931
G45116374;000001951639;-36.7056123;-72.9730513
G45152086;000001978466;-36.7154698;-72.9707248
G45116487;000001952950;-36.7049195;-72.9717086
G45116530;000001928832;-36.7043524;-72.9710624
G45137576;000001961402;-36.7157824;-72.9733916
G45102531;000001937121;-36.7214816;-72.9771756
G45115989;000001946856;-36.7058134;-72.9736338
G45159521;000001983067;-36.7140764;-72.9697371
G45118874;000001941213;-36.7268359;-72.9766164
G45115948;000001946300;-36.7049982;-72.9732511
G45102562;000001937575;-36.7220611;-72.9761259
G45115934;000001946137;-36.7053714;-72.9733903
G45102699;000001939502;-36.7119116;-72.9740206
G45102739;000001940066;-36.710141;-72.9723254
G45102589;000001937952;-36.721861;-72.9752006
G45102501;000001936701;-36.7215594;-72.9766487
G45159447;000001982097;-36.7134974;-72.9717222
G45115976;000001946678;-36.705766;-72.974068
G45117010;000001935419;-36.7047368;-72.9712691
G45116398;000001951884;-36.7054093;-72.9732727
G45116404;000001951967;-36.7050062;-72.9730657
G45116166;000001949056;-36.7041111;-72.9718758
G45116051;000001947602;-36.7043565;-72.9722249
G45116126;000001948540;-36.7041661;-72.9722638
G45116113;000001948374;-36.7040395;-72.9715212
G45116346;000001951262;-36.7046214;-72.972742
G45116049;000001947561;-36.7043321;-72.9722644
G45116038;000001947426;-36.7044162;-72.9723219
G45116065;000001947781;-36.7043376;-72.9722656
G45116345;000001951250;-36.7045774;-72.9727576
G45116150;000001948858;-36.7042087;-72.97209
G45116318;000001950898;-36.7049789;-72.9732346
G45116112;000001948361;-36.7040317;-72.9715195
G45116059;000001947691;-36.7043395;-72.9722519
G45116317;000001950887;-36.7049877;-72.9732264
G45116037;000001947415;-36.7043662;-72.97229
G45116410;000001952050;-36.7043326;-72.9712304
G45116108;000001948297;-36.7040617;-72.9717525
G45116039;000001947439;-36.7043587;-72.972287
G45116211;000001949603;-36.7046516;-72.9712298
G45116115;000001948400;-36.703878;-72.9713832
G45116230;000001949810;-36.7058632;-72.9746982
G45116129;000001948577;-36.7042227;-72.9722443
G45116325;000001950992;-36.7050306;-72.9732249
G45116026;000001947311;-36.7050178;-72.9730684
G45116316;000001950877;-36.7049576;-72.9731732
G45116105;000001948258;-36.7040631;-72.9717404
G45116064;000001947768;-36.7043397;-72.9722315
G45116164;000001949030;-36.7041397;-72.9718881
G45116394;000001951841;-36.7050675;-72.9731769
G45116212;000001949615;-36.7046567;-72.9712001
G45116043;000001947501;-36.7043774;-72.9722975
G45116104;000001948251;-36.7040475;-72.9717764
G45116118;000001948436;-36.7040109;-72.9714786
G45116331;000001951071;-36.7049073;-72.9729606
G45116223;000001949720;-36.7040684;-72.9709156
G45116399;000001951894;-36.7051348;-72.9731627
G45116341;000001951196;-36.7049726;-72.9727954
G45116151;000001948870;-36.7042155;-72.9722493
G45116155;000001948921;-36.7041939;-72.972089
G45116053;000001947616;-36.7043418;-72.9722578
G45116103;000001948238;-36.704065;-72.971757
G45116135;000001948650;-36.7042102;-72.9722495
G45116344;000001951237;-36.7045505;-72.9727379
G45116159;000001948959;-36.7042296;-72.972086
G45116138;000001948685;-36.703891;-72.9713815
G45116042;000001947488;-36.7044028;-72.9723091
G45116087;000001948036;-36.7041806;-72.9718262
G45116403;000001951956;-36.7050218;-72.9730743
G45116071;000001947852;-36.704271;-72.972049
G45116036;000001947404;-36.7043662;-72.9722892
G45116162;000001949004;-36.7042393;-72.9720819
G45116062;000001947741;-36.7043309;-72.9722432
G45116080;000001947950;-36.7042634;-72.9720065
G45116395;000001951853;-36.7051575;-72.9731768
G45116091;000001948084;-36.7041584;-72.9718306
G45116081;000001947961;-36.7042521;-72.9720411
G45116128;000001948565;-36.7041701;-72.9722581
G45116409;000001952028;-36.7044437;-72.9712705
G45116364;000001951507;-36.7058151;-72.9736392
G45116169;000001949092;-36.7041383;-72.9718809
G45116229;000001949788;-36.7040902;-72.9709207
G45116214;000001949635;-36.7046563;-72.971232
G45116347;000001951273;-36.7045812;-72.9727635
G45116160;000001948982;-36.7042055;-72.9720635
G45116028;000001947336;-36.7050282;-72.973083
G45116397;000001951874;-36.7051714;-72.9731876
G45116127;000001948553;-36.7042233;-72.9722432
G45116353;000001951364;-36.7057606;-72.9740649
G45116040;000001947464;-36.7044208;-72.9723222
G45116343;000001951226;-36.7049981;-72.9727942
G45116111;000001948346;-36.7040238;-72.9715043
G45116088;000001948048;-36.704063;-72.971788
G45116322;000001950955;-36.7049894;-72.9732558
G45116130;000001948603;-36.7042058;-72.972252
G45116337;000001951145;-36.7049857;-72.9727592
G45116365;000001951520;-36.7055278;-72.9732709
G45116143;000001948757;-36.7038881;-72.9713693
G45116027;000001947325;-36.7050209;-72.9730746
G45116320;000001950931;-36.7049463;-72.9732329
G45116083;000001947986;-36.7042684;-72.9720466
G45116209;000001949566;-36.7046564;-72.9712117
G45116122;000001948490;-36.7042037;-72.9722559
G45116145;000001948786;-36.7042315;-72.9720802
G45116054;000001947630;-36.7043373;-72.9722317
G45116116;000001948414;-36.7040233;-72.9715026
G45116323;000001950967;-36.7049962;-72.9732551
G45116218;000001949672;-36.7046579;-72.971212
G45116326;000001951004;-36.7049551;-72.9732457
G45116136;000001948661;-36.7041714;-72.9722673
G45116163;000001949016;-36.7040955;-72.9718596
G45116358;000001951423;-36.7058422;-72.9739602
G45116131;000001948616;-36.7041597;-72.9722729
G45116048;000001947549;-36.7043423;-72.9722728
G45116396;000001951864;-36.7051456;-72.9731667
G45116097;000001948154;-36.7040478;-72.9717763
G45116141;000001948732;-36.7038789;-72.9713766
G45116090;000001948072;-36.7041882;-72.971832
G45116142;000001948745;-36.7038889;-72.9713696
G45116047;000001947538;-36.7044131;-72.9723184
G45116328;000001951017;-36.7049946;-72.9732556
G45116114;000001948388;-36.7040243;-72.9715023
G45109202;000001930311;-36.7108248;-72.9724988
G45103234;000001924074;-36.716935;-72.9704155
G45116363;000001951494;-36.7058139;-72.9736021
G45116467;000001952751;-36.7053583;-72.9720285
G45116540;000001928988;-36.7041932;-72.9709135
G45102139;000001931553;-36.7269873;-72.9768414
G45102723;000001939859;-36.7118748;-72.9731084
G45116380;000001951699;-36.705501;-72.9732572
G45103343;000001925851;-36.715364;-72.9717668
G45103479;000001928049;-36.7133397;-72.9733395
G45116991;000001935169;-36.7043617;-72.9710674
G45102114;000001931179;-36.7264779;-72.9783522
G45115947;000002789844;-36.7050431;-72.9732423
G45116009;000001947112;-36.7054207;-72.9732709
G45102135;000001931499;-36.7266198;-72.9774224
G45116354;000001951376;-36.7057413;-72.9741162
G45115975;000002789854;-36.7045914;-72.9727475
G45117275;000001938663;-36.7041678;-72.971021
G45102211;000001932636;-36.7260616;-72.9769008
G45102203;000001932503;-36.7258893;-72.9773184
G45116405;000001951981;-36.7050111;-72.9730617
G45116092;000001948097;-36.7041871;-72.9718284
G45115969;000001946589;-36.7050167;-72.9727862
G45116498;000001953066;-36.7050686;-72.9717355
G45103456;000001927692;-36.7135741;-72.9727671
G45116222;000002789918;-36.7040955;-72.9709233
G45102236;000001932965;-36.7250755;-72.9777803
G45116055;000001947642;-36.7043319;-72.9722569
G45116333;000001951103;-36.704857;-72.9729732
G45102119;000001931235;-36.7263357;-72.978174
G45102207;000001932561;-36.7258724;-72.9771266
G45109223;000001930621;-36.7115926;-72.9721737
G45116224;000001949732;-36.7041909;-72.9709665
G45116438;000001952402;-36.7051403;-72.9725954
G45103412;000001927005;-36.7157802;-72.9718176
G45102191;000001932319;-36.7255277;-72.9781753
G45103357;000001926071;-36.7141935;-72.9738182
G45116349;000001951298;-36.705762;-72.9740623
G45112876;000001930273;-36.7119343;-72.97103
G45109199;000002789409;-36.7106877;-72.9724503
G45103393;000001926694;-36.7143223;-72.9725875
G45102118;000001931222;-36.7263315;-72.97804
G45116493;000001953009;-36.7049275;-72.9717149
G45103255;000001924385;-36.7178169;-72.9717334
G45116015;000001947175;-36.7051252;-72.9731863
G45116508;000001953205;-36.7049438;-72.9713513
G45102183;000001932190;-36.7252318;-72.9788507
G45102222;000001932784;-36.7247921;-72.9788319
G45116390;000001951799;-36.705134;-72.9731846
G45102194;000001932358;-36.7255264;-72.9781222
G45116534;000001928885;-36.7043689;-72.9709952
G45103157;000001922834;-36.7169861;-72.9726471
G45116479;000001952866;-36.705108;-72.9720864
G45103434;000001927345;-36.71405;-72.9709404
G45102133;000001931470;-36.7267586;-72.9776453
G45116044;000001947512;-36.704338;-72.9722658
G45116093;000001948108;-36.7041897;-72.9718319
G45103384;000001926535;-36.7152571;-72.9725177
G45116367;000001951543;-36.7055116;-72.9732893
G45115937;000001946176;-36.7049436;-72.973148
G45103295;000001925010;-36.7169921;-72.9716495
G45102746;000002791497;-36.7097773;-72.9719978
G45102144;000001931631;-36.7273958;-72.9774809
G45102201;000001932477;-36.7257759;-72.9777183
G45116420;000001952189;-36.7040378;-72.9708846
G45116555;000001929192;-36.7041683;-72.9707352
G45103405;000001926897;-36.7161454;-72.9714706
G45116216;000001949646;-36.7046584;-72.9711393
G45116444;000001952483;-36.7051243;-72.9725884
G45116511;000001953252;-36.7049519;-72.9713527
G45116408;000001952017;-36.7043177;-72.9713006
G45109178;000001929968;-36.710962;-72.9716466
G45116414;000001952103;-36.7043573;-72.9712339
G45102111;000001931141;-36.7266325;-72.9786351
G45116464;000001952717;-36.7053478;-72.9720216
G45116362;000001951484;-36.7057677;-72.9740497
G45103194;000001923419;-36.7168663;-72.9697125
G45115961;000001946489;-36.7048895;-72.9729369
G45115984;000001946798;-36.7058654;-72.9736561
G45116007;000001947089;-36.705431;-72.9732709
G45116032;000001947362;-36.7044271;-72.9723242
G45102110;000001931129;-36.72669;-72.9787092
G45116515;000001953302;-36.7049582;-72.9713502
G45103155;000001922800;-36.7168274;-72.9728883
G45116439;000001952413;-36.7051255;-72.972626
G45116034;000001947374;-36.7043979;-72.9723069
G45102947;000001942912;-36.7107277;-72.9733043
G45102116;000001931209;-36.7263386;-72.978048
G45116067;000001947806;-36.7042944;-72.9720381
G45102185;000001932219;-36.7253216;-72.9786412
G45116990;000001935157;-36.7049576;-72.9713506
G45102204;000001932517;-36.7258286;-72.9773304
G45116311;000001950815;-36.7055315;-72.9733691
G45103228;000001923973;-36.7174328;-72.9704255
G45103462;000001927788;-36.712663;-72.9731456
G45116422;000001952205;-36.7040292;-72.9709014
G45103283;000001924816;-36.7174735;-72.9720416
G45103264;000001924511;-36.7170279;-72.9710025
G45116095;000001948131;-36.7041201;-72.9718141
G45102973;000001943280;-36.7119777;-72.9719264
G45103321;000001925481;-36.7144428;-72.9733191
G45102121;000001931285;-36.7261076;-72.9777025
G45103223;000001923899;-36.7176616;-72.9706918
G45116473;000002789953;-36.7051004;-72.9720769
G45102199;000001932424;-36.7257748;-72.977635
G45116060;000001947719;-36.7043359;-72.9722336
G45103379;000001926430;-36.7157156;-72.9727553
G45116455;000001952603;-36.7052023;-72.9720565
G45103317;000001925403;-36.7145201;-72.9739139
G45115950;000001946338;-36.7050017;-72.9732511
G45102168;000001931967;-36.7274385;-72.9785666
G45102687;000001939332;-36.7127341;-72.9736709
G45102244;000001933082;-36.7252144;-72.9771499
G45116033;000002789873;-36.704395;-72.972311
G45116219;000001949683;-36.7046568;-72.9712302
G45102239;000001933004;-36.7248952;-72.977351
G45116536;000001928917;-36.7041902;-72.97091
G45109184;000001930052;-36.7090399;-72.9730388
G45115952;000001946365;-36.7049989;-72.9732508
G45116503;000001953147;-36.7050957;-72.9717497
G45102711;000001939693;-36.7120029;-72.9736107
G45103442;000001927464;-36.7137474;-72.9739887
G45103161;000001922905;-36.7166088;-72.9731497
G45116350;000001951321;-36.7057665;-72.974061
G45102993;000001943517;-36.7122227;-72.9717707
G45109177;000001929954;-36.710993;-72.9715699
G45115964;000001946527;-36.7048389;-72.9729819
G45102163;000001931902;-36.7270786;-72.9789905
G45103266;000001924535;-36.7169492;-72.9708366
G45116457;000001952626;-36.7051703;-72.9720648
G45103211;000001923695;-36.7181534;-72.9711396
G45102954;000001943002;-36.7107582;-72.9727817
G45103305;000001925184;-36.717243;-72.9725439
G45102205;000001932532;-36.7257742;-72.9777241
G45102142;000001931606;-36.7268366;-72.97661
G45102789;000001940759;-36.7100702;-72.9730022
G45111463;000001936208;-36.7116725;-72.9706847
G45116477;000001952844;-36.7050982;-72.9717739
G45109189;000001930122;-36.7105466;-72.9731851
G45116452;000002789942;-36.7052042;-72.972023
G45116984;000001935068;-36.7058165;-72.9736459
G45102113;000001931168;-36.7266098;-72.978542
G45102164;000001931914;-36.7271289;-72.9789257
G45103356;000001926051;-36.7150147;-72.9739716
G45102206;000001932547;-36.7258818;-72.9773125
G45116383;000001951734;-36.7054234;-72.9732702
G45109225;000001930646;-36.7114934;-72.9720053
G45102235;000001932952;-36.725032;-72.9777568
G45116494;000001953020;-36.7049204;-72.9717059
G45116743;000001931835;-36.7045063;-72.9711916
G45115933;000001946124;-36.7053742;-72.9733778
G45116057;000001947667;-36.7043432;-72.9722445
G45102184;000001932203;-36.7253566;-72.9786721
G45116561;000001929292;-36.7127053;-72.9714272
G45116491;000001952990;-36.7049241;-72.9717063
G45116076;000001947902;-36.7042699;-72.9719175
G45103286;000001924859;-36.717623;-72.9722192
G45103216;000001923771;-36.718129;-72.9712029
G45116031;000001947350;-36.7050216;-72.9730728
G45116501;000001953126;-36.7051106;-72.9717669
G45116474;000001952814;-36.7051227;-72.9720888
G45116066;000001947794;-36.704338;-72.9722345
G45102782;000001940661;-36.7089741;-72.973807
G45116492;000001952999;-36.7049328;-72.9716901
G45115991;000001946894;-36.7058134;-72.9736355
G45102248;000001933132;-36.7253809;-72.9770086
G45116321;000001950944;-36.7049947;-72.9732546
G45103433;000001927330;-36.7141795;-72.9709735
G45109227;000002789415;-36.711348;-72.9716972
G45115995;000001946941;-36.7055041;-72.9733136
G45116533;000001928871;-36.704354;-72.971067
G45115966;000001946553;-36.7048777;-72.9729967
G45103478;000001928034;-36.713452;-72.97327
G45116549;000001929112;-36.7041744;-72.970762
G45116996;000001935233;-36.7041754;-72.9707459
G45110318;000001945353;-36.7266637;-72.9785962
G45103303;000001925154;-36.7170497;-72.9721949
G45103238;000001924133;-36.7172765;-72.9710691
G45103250;000001924317;-36.717889;-72.9717117
G45116401;000001951935;-36.7051597;-72.9731673
G45102229;000001932877;-36.7249211;-72.9780838
G45102968;000001943197;-36.7109801;-72.9714243
G45109208;000001930391;-36.7109693;-72.9719554
G45116010;000002789863;-36.7054609;-72.9732543
G45116411;000001952062;-36.7043314;-72.9712271
G45103209;000001923658;-36.7179741;-72.970899
G45116560;000001929277;-36.7121667;-72.9661398
G45116456;000001952613;-36.7051954;-72.9720451
G45103368;000001926240;-36.7150835;-72.9732181
G45102151;000001931716;-36.7270845;-72.9769126
G45116332;000001951086;-36.7048597;-72.972975
G45116035;000001947389;-36.7043749;-72.9722978
G45102143;000001931619;-36.7272835;-72.977524
G45102224;000001932810;-36.7248597;-72.9785205
G45103485;000001928143;-36.7131847;-72.9729516
G45116419;000001952162;-36.704041;-72.9708972
G45102117;000002755970;-36.7263519;-72.97818
G45109174;000001929913;-36.7110582;-72.9711159
G45116357;000001951410;-36.7058434;-72.9739578
G45116046;000001947525;-36.7043724;-72.9722949
G45116558;000001929234;-36.7041607;-72.9707342
G45102192;000001932331;-36.7255352;-72.9781393
G45116507;000001953195;-36.7049535;-72.971361
G45102238;000001932992;-36.7250389;-72.9773818
G45102752;000001940257;-36.7094234;-72.9731937
G45103401;000001926837;-36.7156576;-72.9719461
G45109237;000001930806;-36.7117782;-72.9713254
G45102140;000001931580;-36.7264984;-72.9771157
G45109181;000001930010;-36.7100876;-72.9720304
G45102232;000001932914;-36.7250572;-72.9778576
G45116005;000001947065;-36.7054694;-72.973255
G45109235;000001930775;-36.7116685;-72.9707064
G45116056;000001947655;-36.7043388;-72.972232
G45102131;000001931444;-36.7268854;-72.9779353
G45116505;000001953170;-36.7051326;-72.9717821
G45103380;000001926462;-36.7158783;-72.9726821
G45102969;000001943214;-36.7117641;-72.9724307
G45116440;000001952439;-36.7051037;-72.9725774
G45109209;000001930405;-36.7109169;-72.9718915
G45102178;000001932105;-36.7252021;-72.9789409
G45116378;000001951673;-36.7054716;-72.9732556
G45116535;000001928903;-36.7043588;-72.971056
G45102216;000001932710;-36.7260624;-72.9768673
G45102129;000001931402;-36.7271753;-72.9782594
G45116462;000001952694;-36.7053419;-72.9720393
G45116096;000001948143;-36.70404;-72.9717746
G45109219;000001930547;-36.7112615;-72.9718926
G45109245;000001930933;-36.7119077;-72.9713897
G45116465;000001952729;-36.7053617;-72.9720202
G45109220;000001930577;-36.7116535;-72.972476
G45116058;000001947678;-36.7043011;-72.9720489
G45116749;000001931918;-36.7053691;-72.9720312
G45116435;000001952366;-36.70514;-72.9725964
G45116210;000001949588;-36.7046561;-72.9712122
G45115960;000001946477;-36.7048949;-72.9729615
G45115982;000001946769;-36.7057745;-72.9740387
G45102134;000001931484;-36.726759;-72.9776463
G45116078;000001947926;-36.7042613;-72.9720428
G45116086;000001948025;-36.7041552;-72.9718292
G45102122;000001931298;-36.7273575;-72.9786318
G45116427;000001952260;-36.7040264;-72.9709015
G45102174;000001932047;-36.7272754;-72.9776244
G45102226;000001932835;-36.7248595;-72.978423
G45109214;000001930480;-36.7113943;-72.9725434
G45102754;000001940282;-36.7093729;-72.9730653
G45102147;000001931671;-36.727269;-72.9772303
G45116509;000001953218;-36.7049436;-72.9713465
G45116506;000001953186;-36.7049453;-72.9713527
G45116537;000001928933;-36.7042002;-72.9709626
G45102196;000001932384;-36.7256133;-72.9779914
G45102877;000001941976;-36.712602;-72.9728166
G45116006;000001947076;-36.705467;-72.9732541
G45109168;000001929828;-36.7123749;-72.9713063
G45110808;000001951346;-36.7217398;-72.975624
G45102165;000001931927;-36.7271981;-72.9789597
G45116983;000001935057;-36.7045823;-72.9727456
G45109180;000001929997;-36.7100635;-72.972388
G45116480;000001952889;-36.7051048;-72.9720846
G45109190;000001930135;-36.710782;-72.973039
G45109213;000001930465;-36.7113332;-72.9725112
G45102112;000001931155;-36.7266181;-72.9785516
G45103400;000001926823;-36.7152559;-72.9717029
